"","Estimate","Std. Error","t value","Pr(>|t|)"
"companyBrand 1447",-2.86935023189583,5.42555772872574,-0.528858114752699,0.596917537741829
"companyBrand 1448",2.79872467827678,6.12748536677243,0.456749304282871,0.647862791687284
"companyBrand 1449",21.6301711218253,7.70496676059167,2.80730232769549,0.00500708796753281
"companyBrand 145",-4.9184118233454,4.02156411964232,-1.22300967410233,0.221359577851552
"companyBrand 1450",-5.97215234223164,10.4931591504899,-0.569147218352523,0.569271110518369
"companyBrand 1451",-2.69607121144733,2.68265927231413,-1.00499949407352,0.314925388834181
"companyBrand 1452",25.1410841605915,5.33233158806659,4.71483885526841,2.457104855634e-06
"companyBrand 1453",-3.48594225943141,2.27438476736863,-1.53269680198593,0.125387386528947
"companyBrand 1454",-1.25499160157627,4.59260428526761,-0.273263604617992,0.784657156577134
"companyBrand 1455",41.5176133464385,14.8553194698982,2.79479774437479,0.00520473194737431
"companyBrand 1456",-2.16578950305596,2.65530182890732,-0.815647200434158,0.414724550066935
"companyBrand 1457",3.58309389607127,6.40081128913937,0.559787460403794,0.575639007224414
"companyBrand 1458",3.00322987810509,4.80945060722746,0.624443439255191,0.532352981022452
"companyBrand 1459",2.31303837015616,2.03331743421217,1.13756874909813,0.25533231618758
"companyBrand 146",68.5722213232493,32.8138941888332,2.08973128665067,0.0366712716211589
"companyBrand 1460",109.371866381014,31.1773708859914,3.50805290096341,0.000453707145279014
"companyBrand 1461",0.335437105041686,2.65186358061742,0.126491086303764,0.89934616355954
"companyBrand 1462",2.64769441801018,2.04268095203468,1.29618598311834,0.194946223998892
"companyBrand 1463",1.02776110349765,4.01814471973391,0.255780011717873,0.79812683048869
"companyBrand 1464",5.15409076894181,17.3839698062521,0.29648525776248,0.766866688214538
"companyBrand 1465",25.5106146143832,4.67921602649158,5.45189930748094,5.12161801666569e-08
"companyBrand 1466",-2.07648775160466,2.23567070207055,-0.928798570237348,0.353019571351931
"companyBrand 1467",-2.54382254429699,2.92079768735246,-0.870934181888794,0.383814419084997
"companyBrand 1468",17.1246913693514,14.3913740275863,1.18992747575914,0.234107769113823
"companyBrand 1469",0.0843769978753074,3.66071182374979,0.0230493417503914,0.981611449484594
"companyBrand 147",-2.06325443448863,2.71302743548818,-0.760498919951899,0.446977278235959
"companyBrand 1470",-14.8987870376343,5.1945583101825,-2.86815281453851,0.00413881276668893
"companyBrand 1471",-5.28118518296648,5.2061921994677,-1.01440457451925,0.310418299929932
"companyBrand 1472",-8.65192928263728,7.44669710043264,-1.16184788584118,0.245329524781531
"companyBrand 1473",0.396468205051531,2.63767060790988,0.150309975727294,0.880523590380661
"companyBrand 1474",-20.1012260615502,18.6147534842152,-1.07985454003436,0.280237263616507
"companyBrand 1475",-42.25889870865,12.8121328580072,-3.29835002313759,0.00097650115403047
"companyBrand 1476",2.48246384513086,3.85082882564031,0.644657022561392,0.51916667984672
"companyBrand 1477",74.6686043416844,34.0532512660449,2.19270118316537,0.0283556275476347
"companyBrand 1478",2.40765637401003,5.26493624056697,0.457300195861585,0.64746684844587
"companyBrand 1479",-9.56083939210541,7.32668548525032,-1.30493378095085,0.191950336337814
"companyBrand 148",89.6975613816416,33.086532608543,2.71099913801428,0.00672140739257159
"companyBrand 1480",-6.95525758773073,4.76439350223791,-1.4598411286691,0.144370294072097
"companyBrand 1481",-14.3396983620403,6.70342571868261,-2.13915973172869,0.0324508291130886
"companyBrand 1482",2.5574812673215,7.0584717286808,0.362327904060258,0.717115917640051
"companyBrand 1483",-3.11324925064046,2.62556051894551,-1.1857465208575,0.23575519990571
"companyBrand 1484",-1.33051853604918,1.39180940017248,-0.955963177058792,0.339117727973594
"companyBrand 1485",-2.91425194324393,4.99542846976042,-0.583383779967067,0.55965028321438
"companyBrand 1486",45.9029591970013,7.37604166798186,6.22325106923654,5.09740887078323e-10
"companyBrand 1487",6.92275164572566,11.3782880741297,0.608417681168188,0.542926567046751
"companyBrand 1488",-2.83450854748874,3.01218909287374,-0.941012818283768,0.346724739457321
"companyBrand 1489",5.29381609605176,4.64161574563778,1.14051149128984,0.254105050329218
"companyBrand 149",-7.95349678092029,12.295584917601,-0.646857944068601,0.517741162193389
"companyBrand 1490",-7.39937234616535,6.46388046480507,-1.14472604907438,0.252354536686589
"companyBrand 1491",1.20175489590956,5.44095988358559,0.220871853794592,0.825197460618902
"companyBrand 1492",24.7224677982351,18.9267018535681,1.30622165391031,0.191512149393133
"companyBrand 1493",0.331712657395784,3.15337644726331,0.105192850566149,0.916225238610939
"companyBrand 1494",-3.13972781194228,3.56794131764574,-0.879983030105995,0.37889310859696
"companyBrand 1495",-2.05564932049527,2.88961676499336,-0.711391678439404,0.476860862281389
"companyBrand 1496",-0.702027178973039,2.80213082006548,-0.250533334827185,0.802180917970508
"companyBrand 1497",4.3789990764986,4.21344262174973,1.03929244316614,0.298697986623724
"companyBrand 1498",11.745938417327,23.2840350005076,0.504463183338752,0.613948860976585
"companyBrand 1499",-0.520916826955432,2.78378525573449,-0.187125363165985,0.851566759729191
"companyBrand 15",-0.769608114922915,0.798312811457519,-0.964043297160425,0.335051344336101
"companyBrand 150",-22.7268361325034,39.1638575198093,-0.580301266825109,0.561726687713671
"companyBrand 1500",-4.43104709351284,3.07599020550585,-1.44052704900734,0.149754772234706
"companyBrand 1501",8.30629021140913,4.36373794631256,1.90348052829985,0.0570112467421648
"companyBrand 1502",1.35400503024243,1.66118511912131,0.815083770410028,0.415046947948355
"companyBrand 1503",5.13399693203111,3.76763906287503,1.36265625405036,0.173026576518306
"companyBrand 1504",0.19091007534205,3.1723543639945,0.060179303267263,0.952014228728846
"companyBrand 1505",2.41995655546133,2.6439773269109,0.915271296327149,0.36007490381399
"companyBrand 1506",-2.02025796334391,1.99858317148209,-1.01084507873933,0.312119042362733
"companyBrand 1507",-21.2660437587405,11.4967445264897,-1.8497448307859,0.0643846440202877
"companyBrand 1508",-0.86317013351222,3.31261214720956,-0.260570841122866,0.794429721387015
"companyBrand 1509",6.3535398467948,3.17618502411977,2.00036830302592,0.0454919141182706
"companyBrand 151",16.4440010310983,20.681993471225,0.795087816557768,0.426584378591942
"companyBrand 1510",1.09305410470948,2.68528127949049,0.407053858028934,0.683978569473462
"companyBrand 1511",12.8194449643054,6.13726725242501,2.08878714858638,0.0367562375410745
"companyBrand 1512",-2.02655501014379,3.84614752788809,-0.526905168210374,0.598273044336493
"companyBrand 1513",-1.74738957853489,3.99740861018927,-0.43713058857202,0.662027628298565
"companyBrand 1514",0.0689425675916866,2.79036764596812,0.0247073419487585,0.980288972477853
"companyBrand 1515",0.208225379570229,3.04797030594195,0.0683160787899733,0.945535614322734
"companyBrand 1516",-0.757260687616836,1.84126391584448,-0.411272214211358,0.680883196701872
"companyBrand 1517",-6.92794138675153,4.10075112796391,-1.6894322943688,0.0911728890644529
"companyBrand 1518",-3.30303786435191,3.52484914225621,-0.937072121684526,0.348747792803544
"companyBrand 1519",-8.05329398282961,5.47898872491204,-1.4698504390441,0.141638871546559
"companyBrand 152",-25.282937025835,22.6520192028015,-1.11614495818139,0.264391296769628
"companyBrand 1520",11.5913556547319,14.5405521780471,0.797174379129302,0.425371786917189
"companyBrand 1521",-50.6102175213054,20.2433392338961,-2.50009234823087,0.0124345803039461
"companyBrand 1522",-58.725791905144,17.3296561866759,-3.3887453549307,0.000705287059519568
"companyBrand 1523",3.71261586985912,5.67666747782291,0.654013271759043,0.513120754758716
"companyBrand 1524",-2.86603272272545,2.98730627913505,-0.959403708532786,0.337382397627243
"companyBrand 1525",-0.72702219222775,3.56404362028385,-0.203988017455815,0.838367692787675
"companyBrand 1526",0.643527240386179,2.70890393133667,0.237560008290379,0.812228034245155
"companyBrand 1527",3.78543360881757,3.49288025926421,1.08375705086867,0.278502936203036
"companyBrand 1528",-1.55733705149857,2.64931857187141,-0.587825514090028,0.556664861681776
"companyBrand 1529",0.468415826793391,3.53326136998785,0.132573217133665,0.894534018781597
"companyBrand 153",4.92800859419466,3.24534151868488,1.51848690371165,0.12892848299835
"companyBrand 1530",11.8879329955281,3.90799943155796,3.04194849659661,0.00235761196746765
"companyBrand 1531",19.3154954433425,7.34574653842142,2.6294802498717,0.00856678104246886
"companyBrand 1532",6.26695807440793,4.59957054720565,1.36250939301611,0.173072885810256
"companyBrand 1533",4.00662157028149,17.8373523903099,0.224619746395663,0.822280442071606
"companyBrand 1534",3.54174530334347,1.99157908277139,1.77836036438731,0.0753800328635272
"companyBrand 1535",3.99854499727292,2.72838295896965,1.4655365677782,0.142811166938034
"companyBrand 1536",85.5054966063865,3.00675352733135,28.4378136848075,4.32782860311461e-170
"companyBrand 1537",-9.37903501911604,7.98964158127271,-1.17389934500942,0.24046787481787
"companyBrand 1538",188.468988418255,77.1591114234494,2.44260185143835,0.0146018167138487
"companyBrand 1539",17.0272909885823,3.79443332362023,4.48743976672036,7.302208253801e-06
"companyBrand 154",8.75076729606038,2.98350030849228,2.93305392701052,0.00336531972174949
"companyBrand 1540",-7.56910770538445,3.93719799481651,-1.92246052023533,0.0545808529389902
"companyBrand 1541",1.59124143975721,1.27281287567649,1.25017704500473,0.211268920537732
"companyBrand 1542",66.8278008810798,33.309135230217,2.00629047914927,0.0448565400918823
"companyBrand 1543",-1.45364986219196,2.65852988722295,-0.546787105602345,0.584539199032027
"companyBrand 1544",-2.52473776291769,2.66017970043267,-0.949085417991518,0.342603857662733
"companyBrand 1545",-1.56426056957868,3.31943031551438,-0.471243683672957,0.637478688637803
"companyBrand 1546",30.7145099925872,38.8755033306206,0.790073628921857,0.42950656884182
"companyBrand 1547",0.473725191602942,4.45986934324248,0.1062195223994,0.915410661099349
"companyBrand 1548",-2.56776219061381,2.62498271039667,-0.978201563173644,0.328002178237757
"companyBrand 1549",-11.5153741740566,6.52928438913981,-1.76365026973096,0.0778264058678339
"companyBrand 155",-1.25308790591979,2.64987322987314,-0.472885982541806,0.636306535488809
"companyBrand 1550",-2.51419159945844,1.9617462410425,-1.28160898023302,0.200014424507598
"companyBrand 1551",0.890127275097121,2.72149985705601,0.327072321091363,0.74362115188341
"companyBrand 1552",14.1418373479712,16.6295546887832,0.850403851012922,0.395124287358616
"companyBrand 1553",-9.90431602947377,6.23867319722109,-1.58756769530507,0.112420916004846
"companyBrand 1554",-14.0376699954027,11.313726064797,-1.24076452929874,0.214726617887024
"companyBrand 1555",-1.32179277057132,1.54229663796736,-0.857028886682494,0.391452817646706
"companyBrand 1556",-2.00985850751747,2.03494537802535,-0.987671968604767,0.323341132866247
"companyBrand 1557",-19.4205237220084,5.48889728395615,-3.53814668362877,0.000405073156765317
"companyBrand 1558",-15.1471166276748,8.47028664182878,-1.78826493933202,0.0737684894361849
"companyBrand 1559",-3.62629412221331,3.99501212518088,-0.907705410793748,0.364059335885831
"companyBrand 156",-1.35247649463145,0.588981771739311,-2.29629601377558,0.0216829086235002
"companyBrand 1560",2.27173975318158,3.93394184932401,0.577471615034662,0.563636036075313
"companyBrand 1561",3.25353440837614,2.13708121500727,1.52241963736744,0.127940759957247
"companyBrand 1562",5.2725114918398,2.80298414574612,1.88103507465124,0.060000927394148
"companyBrand 1563",14.0804309968188,2.02528526858825,6.9523198609121,3.85569496885206e-12
"companyBrand 1564",-7.55422616001063,2.86707357289357,-2.63482117495387,0.00843326458887434
"companyBrand 1565",34.2457550457111,26.5587691205066,1.28943306409743,0.197282274025898
"companyBrand 1566",20.4374051186916,9.28946154101575,2.2000634835996,0.0278289100367361
"companyBrand 1567",-0.393744000202777,3.43283621578979,-0.114699325995134,0.908686127711902
"companyBrand 1568",-1.37072656686945,2.03622378492074,-0.673170884762456,0.500856683139668
"companyBrand 1569",-2.32584010369198,3.17030051154913,-0.733633955273057,0.463191872902681
"companyBrand 157",2.23725117141167,2.69889480027558,0.828950862102231,0.407155234919581
"companyBrand 1570",-0.850527595080878,3.68799015841716,-0.230620896083387,0.817614821940239
"companyBrand 1571",-5.42854535982832,3.58342026350997,-1.51490614012185,0.129832951538316
"companyBrand 1572",-582.387510904099,163.369977241514,-3.564838048812,0.000366057622826525
"companyBrand 1573",6.49773277499069,1.25815033787454,5.16451220445377,2.46473149295907e-07
"companyBrand 1574",0.471614066685635,4.95530142032379,0.0951736386310115,0.924179127179853
"companyBrand 1575",74.3400964448871,46.7288503692206,1.59088220355307,0.111672869281812
"companyBrand 1576",1.95586348492686,1.35572934322577,1.44266515636016,0.149151263131124
"companyBrand 1577",-49.5493972338713,13.4729214479704,-3.67770252541149,0.000236780507543436
"companyBrand 1578",-2.72172601129295,2.63857884559612,-1.03151210199218,0.30232976361809
"companyBrand 1579",2.25765116167913,2.11634414657794,1.06676939349854,0.286105949108502
"companyBrand 158",0.79801502166137,1.28652555304071,0.620286957981719,0.535085327058717
"companyBrand 1580",18.3541749009573,11.5947304080692,1.58297556346664,0.113463831009432
"companyBrand 1581",19.9329247107547,12.665822558556,1.57375682618337,0.115580489317869
"companyBrand 1582",0.791239519499055,2.75667849570765,0.28702640541183,0.774099021681505
"companyBrand 1583",29.7387593316845,3.21833885486853,9.24040651800764,3.0464836184009e-20
"companyBrand 1584",-3.91256034258766,4.24681249406907,-0.921293404889384,0.356923124464107
"companyBrand 1585",-1.14772063037066,11.1451126960528,-0.102979724088133,0.917981465970415
"companyBrand 1586",6.12120985001473,18.1051231335432,0.338092693701377,0.735301594700756
"companyBrand 1587",-4.24815883143843,13.8119655058958,-0.307570912309698,0.758416309609617
"companyBrand 1588",45.3835461692664,11.3646229116045,3.99340537053147,6.56737024877848e-05
"companyBrand 1589",2.69248330758174,3.26372214074314,0.824973202825615,0.409409701939775
"companyBrand 159",-2.05075445922962,1.07182930993875,-1.91332186964247,0.0557400502686768
"companyBrand 1590",-1.37423920716965,1.34538614407232,-1.02144593448094,0.307071963991142
"companyBrand 1591",1.73607279926685,3.31461067436802,0.523763714602126,0.60045639982153
"companyBrand 1592",4.62288396390225,7.53510177048776,0.613513142185868,0.53955333281972
"companyBrand 1593",22.2952019610947,7.1866553258929,3.10230572499658,0.00192642082553233
"companyBrand 1594",-1.2628152479423,1.94577179111137,-0.649004808123475,0.516352611116736
"companyBrand 1595",-0.222360002231874,6.50164048944743,-0.0342005994629783,0.972717982785368
"companyBrand 1596",1.73699364151558,2.09009263896139,0.831060599485546,0.405962484465665
"companyBrand 1597",-3.28645677738815,3.19685721338464,-1.02802739003431,0.303965876327641
"companyBrand 1598",2.36745217531255,5.2264582872977,0.452974470506418,0.650578560199909
"companyBrand 1599",-1.44495151023843,3.00923109534788,-0.48017299584344,0.631116608014957
"companyBrand 16",11.6319049681627,8.98364419769993,1.29478691633189,0.195428531580403
"companyBrand 160",5.77267941521305,4.78587599607532,1.20619076213988,0.227777149269849
"companyBrand 1600",-4.29422091615284,1.87150088559692,-2.29453320017168,0.0217838846628651
"companyBrand 1601",-0.292694740221372,2.65724704324562,-0.110149615544917,0.912293291963227
"companyBrand 1602",-35.340561357475,27.3907104798243,-1.29023894372898,0.197002422491085
"companyBrand 1603",29.9793742144512,10.148577998525,2.9540467855505,0.00314486510067227
"companyBrand 1604",2.78188028382759,2.91205342231322,0.9552985060342,0.33945363276184
"companyBrand 1605",-2.11392066311177,2.03025678054937,-1.04120852266764,0.297808071052302
"companyBrand 1606",41.8070893962268,17.4616103602524,2.39422874143335,0.0166766566990253
"companyBrand 1607",-16.6689120972261,7.54565421123083,-2.20907447261715,0.0271957427137589
"companyBrand 1608",-27.7411880369276,37.354669677408,-0.742643109322028,0.457718079403474
"companyBrand 1609",-1.2377714956516,1.99941293313983,-0.619067464822202,0.53588832500233
"companyBrand 161",-3.70681895495558,3.11323697804065,-1.19066392346673,0.233818432189664
"companyBrand 1610",72.4564891381229,33.0478640832056,2.19247116714403,0.0283722209290453
"companyBrand 1611",9.8626832067939,1.5894948025944,6.20491692750166,5.72563679554329e-10
"companyBrand 1612",-0.121296026091751,5.81070969663584,-0.0208745630782374,0.983346202532898
"companyBrand 1613",65.3622589295803,33.2158129255824,1.96780548698355,0.0491225272179176
"companyBrand 1614",9.00900976417358,4.2839104030893,2.10298743822392,0.0354958688819323
"companyBrand 1615",7.92667288387214,5.52988631463223,1.4334242031157,0.151773024148464
"companyBrand 1616",2.18931496823109,2.81214808693427,0.77852051191864,0.436283653114211
"companyBrand 1617",-4.37318819024636,7.72559493490264,-0.566064908540467,0.571364437165457
"companyBrand 1618",-1.58823757030172,1.38607220547903,-1.14585485808283,0.251887117448908
"companyBrand 1619",9.2042702996528,8.86687878193351,1.03805076465089,0.299275626537753
"companyBrand 162",-0.124667871274976,0.92365444075021,-0.134972415846037,0.892636844576858
"companyBrand 1620",0.262553441008946,12.8853444617963,0.0203761290035659,0.983743799224174
"companyBrand 1621",23.8598926585177,17.3413879124118,1.37589290886229,0.168890645158387
"companyBrand 1622",4.63180321319278,4.11606593921695,1.12529859375235,0.260493950996564
"companyBrand 1623",-0.983914928284452,2.82546877456829,-0.348230685520419,0.72767547397921
"companyBrand 1624",3.51126468287304,8.19222281778194,0.428609519171224,0.66821815904982
"companyBrand 1625",-26.5840697553215,3.81730472945892,-6.96409420766618,3.5482794660699e-12
"companyBrand 1626",-2.84110381106813,7.50082791224313,-0.378772029475676,0.704866516445714
"companyBrand 1627",15.1205309206846,4.79348000061222,3.15439532839471,0.00161385414080945
"companyBrand 1628",-1.99118249599513,1.92517931023456,-1.03428417571791,0.301032435293463
"companyBrand 1629",-13.6996731158605,7.11566670399878,-1.92528313730065,0.0542269077995379
"companyBrand 163",-2.32116944852163,1.76062547057811,-1.31837775115196,0.187412359599048
"companyBrand 1630",4.37403948710265,4.23523891839034,1.03277278363438,0.301739305075893
"companyBrand 1631",-0.352332020335464,8.87703506720024,-0.0396902814586477,0.968340971788695
"companyBrand 1632",-0.333598933562827,2.64798351638917,-0.125982254609246,0.899748918416393
"companyBrand 1633",-0.396681671270401,5.35672113551953,-0.0740530748632911,0.940969876998459
"companyBrand 1634",5.51301088743027,14.6276203958117,0.376890481038789,0.706264301058597
"companyBrand 1635",1.52978619913859,4.29495026646645,0.356182517660951,0.721712626721742
"companyBrand 1636",8.36603196199146,8.91051884430288,0.938893919442239,0.347811597726881
"companyBrand 1637",1.85198598240856,6.38040556900867,0.290261482969696,0.771623206393203
"companyBrand 1638",11.3101611070629,11.1471016368935,1.01462797016489,0.310311764963456
"companyBrand 1639",0.463936176552943,3.98771210021237,0.116341442133758,0.907384660914461
"companyBrand 164",-2.52356219445675,1.52303883407562,-1.65692570537007,0.0975709993623726
"companyBrand 1640",7.24830382070497,10.7330620327939,0.675324879196491,0.499487549846826
"companyBrand 1641",88.7713322588454,28.9695323878802,3.06429979850086,0.00218856229419718
"companyBrand 1642",-12.8305193922941,9.68023234730413,-1.32543506518904,0.185062126478087
"companyBrand 1643",-12.0420164018667,7.29622796154912,-1.65044410143538,0.0988886787342015
"companyBrand 1644",5.303942606005,8.0513594918091,0.658763605252115,0.510065230179708
"companyBrand 1645",-2.40518656390795,3.01069627718547,-0.798880505527588,0.424381780745868
"companyBrand 1646",12.8703538869073,4.42984623587232,2.90537260248106,0.00367752007054255
"companyBrand 1647",1.6732187199708,28.6264952887714,0.0584500024572381,0.953391545565864
"companyBrand 1648",-6.13785489676978,29.203153134118,-0.210177814312761,0.833533876927369
"companyBrand 1649",-3.16098958347826,4.60800990202816,-0.685977168166888,0.492746011109079
"companyBrand 165",2.41279577239253,1.41475172005624,1.7054552669472,0.0881456854125631
"companyBrand 1650",-4.00220317920412,2.7038933581542,-1.48016310152713,0.138866381368373
"companyBrand 1651",1.00878947672684,4.44098173433289,0.227154610641149,0.820308923715296
"companyBrand 1652",-1.39978488416461,2.65230022512097,-0.527762608058734,0.597677738002433
"companyBrand 1653",-0.802380571728203,2.62117191029282,-0.306115203118656,0.759524347876646
"companyBrand 1654",3.51868745756717,3.21262116979268,1.09526995920102,0.273429077817513
"companyBrand 1655",70.9246737423463,3.01860027124681,23.495881325503,2.28622258188989e-118
"companyBrand 1656",-2.86074527836482,2.62809283786603,-1.08852519863328,0.276393842718791
"companyBrand 1657",69.5896147104218,21.7959945377689,3.1927707905154,0.00141422592470838
"companyBrand 1658",-1.09892431637703,2.76724404526398,-0.397118685017242,0.691289803470077
"companyBrand 1659",5.51896638509992,5.53397473386607,0.997287962181267,0.318652833599604
"companyBrand 166",2.5646368142593,4.97472816594713,0.515533056019962,0.606193837534118
"companyBrand 1660",5.74421348278367,5.93657872206091,0.967596616117902,0.33327309643476
"companyBrand 1661",0.106995477314208,2.73955673016574,0.0390557626115431,0.968846837541572
"companyBrand 1662",-2.28503685536069,1.64441092956241,-1.38957775959854,0.164693130058826
"companyBrand 1663",14.3875806007811,5.5197144263677,2.60658061077428,0.0091609176883403
"companyBrand 1664",-3.5712982906786,4.38597017862727,-0.814255032576704,0.41552142558781
"companyBrand 1665",12.6429232175401,5.06666089489973,2.49531663551174,0.0126030891010477
"companyBrand 1666",152.2200356613,48.5094173874891,3.1379481317077,0.00170710228485451
"companyBrand 1667",7.30742660413989,20.5887205099295,0.354923784633226,0.722655398793924
"companyBrand 1668",-0.315043239859651,2.84604274071628,-0.110695189271951,0.911860645791925
"companyBrand 1669",-2.16665238421948,3.96138055664079,-0.546943761963829,0.584431570208995
"companyBrand 167",11.8461226675588,13.6129694738797,0.870208567666948,0.38421073965637
"companyBrand 1670",0.147197394769304,2.87527575533533,0.0511941835478445,0.959171976405408
"companyBrand 1671",52.931260668189,17.3253192904695,3.05513911638592,0.00225645621168536
"companyBrand 1672",3.60169442026866,7.00644158794859,0.51405472736171,0.607226945709573
"companyBrand 1673",-2.41733673375576,28.903673055304,-0.0836342401580055,0.933349190503407
"companyBrand 1674",4.29980808502303,3.19232526310279,1.3469204202719,0.178041379770429
"companyBrand 1675",1.62855993944851,3.41704805718262,0.476598488577086,0.63366017707284
"companyBrand 1676",7.20442655163444,11.6486647196672,0.618476600109433,0.536277609020857
"companyBrand 1677",7.68379164628814,7.67271466995369,1.00144368412106,0.316640549170321
"companyBrand 1678",22.7643525339731,2.65924708234695,8.56045031884819,1.31876184285039e-17
"companyBrand 1679",-18.8087302660089,4.94378089889972,-3.80452343067933,0.000143062723417446
"companyBrand 168",5.97318407351367,3.06496708524279,1.94885749418758,0.0513449400897735
"companyBrand 1680",14.1677257831413,2.73100956406838,5.18772470427956,2.17737533047272e-07
"companyBrand 1681",28.2444812730201,10.2660642620475,2.75124726984584,0.00594931785960075
"companyBrand 1682",-1.58660169404956,2.83523121687829,-0.559602223834314,0.575765371497201
"companyBrand 1683",-0.843660074422101,1.89585568767212,-0.44500226462807,0.656329324954596
"companyBrand 1684",-0.786977400365076,5.58324045428483,-0.140953520954147,0.887909964132839
"companyBrand 1685",16.9012142939752,17.213668433534,0.981848486232597,0.326202136626376
"companyBrand 1686",-0.106546497269995,10.2506774040983,-0.0103940932944975,0.991707104026647
"companyBrand 1687",0.60682688805825,2.67406076798966,0.226930851879802,0.820482909038432
"companyBrand 1688",5.1337076505558,7.65766422463567,0.670401247685948,0.502620053726259
"companyBrand 1689",16.3813996164907,11.8907687798472,1.37765689668899,0.16834511849785
"companyBrand 169",-2.70709933697237,1.14580781270837,-2.36261204274173,0.0181688073017201
"companyBrand 1690",-59.886425808703,10.9777578192741,-5.45525113548763,5.02626524649164e-08
"companyBrand 1691",-0.843605883262168,5.55547213197737,-0.151851339223963,0.879307753199701
"companyBrand 1692",2.67041023807096,2.67868996712873,0.996909037940421,0.31883673211391
"companyBrand 1693",-2.29868504867957,2.66013154781437,-0.864124577060192,0.387543576258252
"companyBrand 1694",-9.87050818486726,4.14304663626198,-2.38242748668956,0.0172205356489021
"companyBrand 1695",1.65004075205377,3.94057865380967,0.41873057157698,0.67542351440277
"companyBrand 1696",-4.51356306571623,2.66778833307691,-1.69187450509257,0.0907061567716906
"companyBrand 1697",27.3169317505945,5.21222346721895,5.24093641080393,1.63558370113321e-07
"companyBrand 1698",2.70371170440438,44.4137197237682,0.0608755970276789,0.951459699687614
"companyBrand 1699",-2.59178923100614,4.30442437541022,-0.602122143395571,0.547108720776735
"companyBrand 17",-8.03914325527147,2.98912488348598,-2.6894638292583,0.00717050787757755
"companyBrand 170",-2.49902275281063,1.74834251953985,-1.42936680020134,0.152935183445106
"companyBrand 1700",-14.6211301095686,3.28394004904938,-4.45231334652443,8.60224822945619e-06
"companyBrand 1701",-2.1662012912326,4.64360309174728,-0.466491482676981,0.640875567105169
"companyBrand 1702",-26.5501619151618,14.7693603315407,-1.79765144320182,0.0722673497655401
"companyBrand 1703",-3.55857899261205,2.91381717685627,-1.2212773748734,0.222014518788843
"companyBrand 1704",19.2404123588694,17.6073521879374,1.09274876503299,0.27453475288696
"companyBrand 1705",-41.8560932171706,22.1195160810494,-1.89226984278514,0.05848861639321
"companyBrand 1706",-1.8425907392836,4.22164848660155,-0.436462378412489,0.662512253906844
"companyBrand 1707",-85.5594051365609,44.2394506809084,-1.93400695125458,0.0531450645129813
"companyBrand 1708",-0.26010498773332,5.06187104436315,-0.0513851470046773,0.959019814340049
"companyBrand 1709",6.01693537344183,8.1966567797955,0.734071894808794,0.462924947973286
"companyBrand 171",-1.66779528266817,1.55423359241866,-1.07306603769437,0.283271617395277
"companyBrand 1710",1.71032127436992,1.694092754453,1.0095794754297,0.312725230424995
"companyBrand 1711",-0.603506515835403,2.96990012252718,-0.203207680708757,0.838977520624556
"companyBrand 1712",-19.7203785859527,5.88857870686505,-3.34891992917786,0.000814761334876715
"companyBrand 1713",-1.91273193833816,3.7249504333115,-0.513491916894512,0.607620464031219
"companyBrand 1714",1.73725842033466,4.55818849067095,0.38112913142803,0.703116853402155
"companyBrand 1715",9.40134215327441,3.78094502342053,2.48650591189217,0.0129192844577307
"companyBrand 1716",-2.16978243896711,2.69121192868941,-0.806247332599989,0.420122560851177
"companyBrand 1717",0.6901587788628,3.3940474361298,0.203343881265779,0.838871073842204
"companyBrand 1718",3.05606225672298,8.1087570591105,0.376884180207295,0.706268983555332
"companyBrand 1719",12.5308883306785,8.96411607168052,1.39789447509121,0.162180836151723
"companyBrand 172",0.109865616820595,2.70393891638188,0.0406316933252342,0.967590461238638
"companyBrand 1720",0.890512350835806,2.69088615899601,0.330936464130486,0.74070054615916
"companyBrand 1721",9.28747999185225,7.72406453010133,1.20240838947657,0.229238468197324
"companyBrand 1722",9.93484523997594,4.66382983693931,2.1301903344089,0.0331842247277484
"companyBrand 1723",-2.36348003915355,3.44216464455579,-0.686626086550418,0.492336910714918
"companyBrand 1724",-0.780473678475742,2.15194081963321,-0.362683616275642,0.716850158817132
"companyBrand 1725",-20.3092596607802,8.91020675343519,-2.27932529769304,0.0226721400149441
"companyBrand 1726",-2.593015652958,2.67359705257419,-0.969860305037884,0.332143422657441
"companyBrand 1727",-92.3821669302754,37.6243239241845,-2.45538410514516,0.0140930750308125
"companyBrand 1728",-0.0838371012535671,2.71715182318104,-0.0308547724636958,0.975386075564077
"companyBrand 1729",-119.394701686093,35.9259569239554,-3.32335480830243,0.000893134844798376
"companyBrand 173",-3.00936635695397,2.6744650421419,-1.12522179558715,0.260526483120374
"companyBrand 1730",20.1478999936453,12.7949460412225,1.57467643308016,0.115367959699279
"companyBrand 1731",0.387547311491618,2.91280089637647,0.133049708949804,0.894157182948565
"companyBrand 1732",-6.43236212505328,7.12766200608126,-0.90245049773197,0.366842898492181
"companyBrand 1733",-26.0603491266491,15.1727926977847,-1.71757102635785,0.0859109140512197
"companyBrand 1734",8.5144908774142,3.43999526600016,2.47514610312659,0.0133373083809281
"companyBrand 1735",3.47686135366445,3.41199260251238,1.019011984699,0.308225961863683
"companyBrand 1736",-43.8244644154786,35.6037715653937,-1.23089387693059,0.218396243829144
"companyBrand 1737",5.16348303880072,2.59751005273364,1.98785873162132,0.0468589942893856
